Artist,Song,Year,Genre,Duration_mins,Popularity,Danceability,Valence
Axwell /\ Ingrosso,More Than You Know,2017,"pop, Dance/Electronic",3.38,0,0.645,0.534
ZAYN,Dusk Till Dawn (feat. Sia) - Radio Edit,2017,"pop, Dance/Electronic",3.98,77,0.259,0.0951
J Balvin,Mi Gente,2017,latin,3.15,53,0.548,0.309
Jax Jones,You Don't Know Me - Radio Edit,2016,"hip hop, pop, Dance/Electronic",3.57,1,0.876,0.682
Rae Sremmurd,Black Beatles,2016,"hip hop, pop",4.86,75,0.794,0.355
Zara Larsson,Ain't My Fault,2017,"pop, Dance/Electronic",3.73,67,0.576,0.355
Travis Scott,BUTTERFLY EFFECT,2017,"hip hop, Dance/Electronic",3.18,0,0.763,0.182
Ayo & Teo,Rolex,2017,"hip hop, pop",3.98,69,0.804,0.789
Lil Uzi Vert,XO Tour Llif3,2017,hip hop,3.05,81,0.732,0.401
Imagine Dragons,Whatever It Takes,2017,rock,3.35,80,0.672,0.556
Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017,"hip hop, pop",3.61,75,0.696,0.782
G-Eazy,No Limit,2017,"hip hop, pop",4.09,0,0.838,0.405
Playboi Carti,Magnolia,2017,hip hop,3.03,77,0.791,0.443
Chord Overstreet,Hold On,2017,"pop, Folk/Acoustic",3.31,80,0.618,0.167
Jax Jones,Breathe,2017,"hip hop, pop, Dance/Electronic",3.46,58,0.722,0.686
Imagine Dragons,Believer,2017,rock,3.41,1,0.779,0.708
Natti Natasha,Criminal,2017,"pop, latin",3.88,74,0.814,0.839
Kendrick Lamar,HUMBLE.,2017,hip hop,2.95,0,0.906,0.423
Selena Gomez,Fetish (feat. Gucci Mane),2017,pop,3.1,69,0.708,0.265
Charlie Puth,Attention,2017,pop,3.52,0,0.774,0.777
Big Shaq,Man's Not Hot,2017,"pop, Dance/Electronic",3.1,62,0.905,0.588
Anne-Marie,Ciao Adios,2017,"pop, Dance/Electronic",3.34,57,0.698,0.445
Rag'n'Bone Man,Human,2017,R&B,3.34,76,0.602,0.554
blackbear,do re mi,2017,"hip hop, pop, Dance/Electronic",3.53,4,0.745,0.17
Lil Pump,Gucci Gang,2017,hip hop,2.07,64,0.936,0.699
Taylor Swift,Look What You Made Me Do,2017,pop,3.53,76,0.766,0.506
Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),2017,"pop, latin",3.46,70,0.688,0.66
Kodak Black,Tunnel Vision,2017,hip hop,4.47,51,0.497,0.231
Kendrick Lamar,DNA.,2017,hip hop,3.1,0,0.636,0.394
A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),2017,hip hop,3.49,0,0.839,0.814
XXXTENTACION,Jocelyn Flores,2017,hip hop,1.99,83,0.872,0.437
Migos,Bad and Boujee (feat. Lil Uzi Vert),2017,"hip hop, pop",5.72,72,0.926,0.168
Yo Gotti,Rake It Up (feat. Nicki Minaj),2017,"hip hop, pop",4.61,67,0.91,0.53
Martin Garrix,Scared to Be Lonely,2017,"pop, Dance/Electronic",3.68,77,0.584,0.195
Jonas Blue,Mama,2017,"pop, Dance/Electronic",3.03,51,0.739,0.547
Martin Jensen,Solo Dance,2016,"pop, Dance/Electronic",2.92,0,0.744,0.36
Taylor Swift,...Ready For It?,2017,pop,3.47,73,0.613,0.417
David Guetta,2U (feat. Justin Bieber),2017,"hip hop, pop, Dance/Electronic",3.25,67,0.548,0.557
Migos,Slippery (feat. Gucci Mane),2017,"hip hop, pop",5.07,68,0.92,0.749
Shawn Mendes,There's Nothing Holdin' Me Back,2017,pop,3.32,0,0.857,0.966
G-Eazy,Good Life (with G-Eazy & Kehlani),2017,"hip hop, pop",3.76,63,0.572,0.54
The Vamps,All Night,2017,pop,3.29,73,0.538,0.507
Dua Lipa,New Rules,2017,pop,3.53,61,0.763,0.592
Cardi B,Bodak Yellow,2017,"hip hop, pop",3.73,59,0.929,0.458
Rag'n'Bone Man,Skin,2017,R&B,3.99,67,0.564,0.351
Zara Larsson,I Would Like,2017,"pop, Dance/Electronic",3.78,57,0.486,0.297
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),2017,"hip hop, pop",3.4,72,0.671,0.632
Post Malone,Congratulations,2016,hip hop,3.67,81,0.63,0.492
Avicii,Without You (feat. Sandro Cavazza),2017,"pop, Dance/Electronic",3.03,77,0.662,0.295
Clean Bandit,Symphony (feat. Zara Larsson),2017,"pop, Dance/Electronic",3.58,0,0.718,0.497
Katy Perry,Chained To The Rhythm,2017,pop,3.96,69,0.562,0.471
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),2016,set(),2.4,57,0.807,0.78
Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",2017,"hip hop, pop, Dance/Electronic",3.72,79,0.893,0.872
Migos,T-Shirt,2017,"hip hop, pop",4.04,64,0.865,0.486
OneRepublic,Rich Love (with Seeb),2017,pop,3.35,64,0.401,0.472
Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,2017,"rock, pop",3.23,61,0.703,0.733
Macklemore,Glorious (feat. Skylar Grey),2017,"hip hop, pop",3.67,74,0.731,0.356
Hayden James,NUMB,2019,"pop, Dance/Electronic",3.62,47,0.617,0.4
Liam Payne,Strip That Down,2017,pop,3.41,1,0.869,0.527
Drake,Passionfruit,2017,"hip hop, pop, R&B",4.98,0,0.809,0.364
Justin Bieber,Friends (with BloodPop®),2017,pop,3.16,0,0.744,0.649
ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",2016,"pop, Dance/Electronic",4.09,0,0.735,0.0862
Alessia Cara,Scars To Your Beautiful,2016,"pop, R&B",3.84,76,0.319,0.449
2 Chainz,It's A Vibe,2017,"hip hop, pop",3.5,71,0.822,0.525
Starley,Call on Me - Ryan Riback Remix,2016,"pop, Dance/Electronic",3.7,48,0.67,0.716
AJR,Weak,2017,rock,3.35,0,0.673,0.678
Lana Del Rey,Lust for Life (with The Weeknd),2017,pop,4.4,0,0.499,0.295
CNCO,Reggaetón Lento (Remix),2017,"pop, latin",3.15,0,0.623,0.651
The Vamps,Middle Of The Night,2017,pop,2.91,61,0.588,0.397
The Weeknd,I Feel It Coming,2016,"pop, R&B",4.49,78,0.773,0.585
The Chainsmokers,Paris,2017,"pop, Dance/Electronic",3.69,73,0.653,0.219
Big Sean,Bounce Back,2017,"hip hop, pop",3.71,71,0.78,0.273
Shawn Mendes,Mercy,2017,pop,3.48,0,0.561,0.383
Avicii,Lonely Together (feat. Rita Ora),2017,"pop, Dance/Electronic",3.03,53,0.655,0.272
Cheat Codes,No Promises (feat. Demi Lovato),2017,"pop, Dance/Electronic",3.73,68,0.741,0.595
Bruno Mars,24K Magic,2016,pop,3.77,78,0.818,0.632
Lorde,Homemade Dynamite - REMIX,2017,"pop, Dance/Electronic",3.57,8,0.781,0.175
Kygo,It Ain't Me (with Selena Gomez),2017,"pop, Dance/Electronic",3.68,75,0.64,0.515
Drake,God's Plan,2018,"hip hop, pop, R&B",3.32,81,0.754,0.357
Post Malone,rockstar (feat. 21 Savage),2018,hip hop,3.64,83,0.585,0.129
Offset,Ric Flair Drip (with Metro Boomin),2017,"hip hop, pop",2.88,80,0.88,0.333
G-Eazy,Him & I (with Halsey),2017,"hip hop, pop",4.48,75,0.589,0.191
Dynoro,In My Mind,2018,"pop, Dance/Electronic",3.08,78,0.694,0.163
Juice WRLD,Lucid Dreams,2018,hip hop,4.0,84,0.511,0.218
Zedd,The Middle,2018,"hip hop, pop, Dance/Electronic",3.08,80,0.753,0.437
Marshmello,FRIENDS,2018,"pop, Dance/Electronic",3.38,78,0.626,0.534
Cardi B,I Like It,2018,"hip hop, pop",4.22,79,0.816,0.65
XXXTENTACION,Moonlight,2018,hip hop,2.25,82,0.921,0.711
Ariana Grande,no tears left to cry,2018,pop,3.43,77,0.699,0.354
Sheck Wes,Mo Bamba,2018,hip hop,3.07,77,0.729,0.261
Calvin Harris,One Kiss (with Dua Lipa),2018,"hip hop, pop, Dance/Electronic",3.58,81,0.791,0.592
Tyga,Taste (feat. Offset),2018,"hip hop, pop",3.88,73,0.884,0.342
Travis Scott,SICKO MODE,2018,"hip hop, Dance/Electronic",5.21,81,0.834,0.446
Imagine Dragons,Natural,2018,rock,3.16,80,0.704,0.22
DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018,"hip hop, pop, Dance/Electronic",3.54,76,0.842,0.617
Marshmello,Spotlight,2018,"pop, Dance/Electronic",2.96,71,0.546,0.615
The Weeknd,Pray For Me (with Kendrick Lamar),2018,"pop, R&B",3.52,69,0.735,0.188
Billie Eilish,lovely (with Khalid),2018,"pop, Dance/Electronic",3.34,86,0.351,0.12
Migos,Walk It Talk It,2018,"hip hop, pop",4.6,75,0.907,0.395
Clean Bandit,Solo (feat. Demi Lovato),2018,"pop, Dance/Electronic",3.71,71,0.737,0.565
Drake,Nonstop,2018,"hip hop, pop, R&B",3.98,77,0.912,0.423
6ix9ine,FEFE,2018,hip hop,2.99,42,0.931,0.376
The Weeknd,Call Out My Name,2018,"pop, R&B",3.81,80,0.461,0.175
Nio Garcia,Te Boté - Remix,2018,latin,6.97,76,0.903,0.442
Migos,MotorSport,2018,"hip hop, pop",5.05,72,0.904,0.188
Nicky Jam,X,2019,latin,2.88,74,0.594,0.694
XXXTENTACION,SAD!,2018,hip hop,2.78,82,0.74,0.473
Becky G,Sin Pijama,2018,"pop, latin",3.14,69,0.791,0.82
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2017,"hip hop, pop",3.38,71,0.653,0.216
6ix9ine,GUMMO,2018,hip hop,2.63,63,0.66,0.635
The Chainsmokers,Sick Boy,2018,"pop, Dance/Electronic",3.22,69,0.663,0.454
Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)",2018,"hip hop, pop",3.83,71,0.645,0.376
Rich The Kid,Plug Walk,2018,"hip hop, pop",2.92,72,0.876,0.158
Kendrick Lamar,All The Stars (with SZA),2018,hip hop,3.87,80,0.698,0.552
Logic,Everyday,2018,"hip hop, pop",3.41,69,0.667,0.422
Jason Derulo,Tip Toe (feat. French Montana),2017,"hip hop, pop",3.13,64,0.845,0.62
Ariana Grande,God is a woman,2018,pop,3.29,78,0.602,0.268
Rae Sremmurd,Powerglide (feat. Juicy J) - From SR3MM,2018,"hip hop, pop",5.54,66,0.713,0.584
EO,German,2018,set(),2.85,67,0.862,0.852
Dennis Lloyd,Nevermind,2017,pop,2.61,74,0.6,0.0793
girl in red,we fell in love in october,2018,"pop, rock, Dance/Electronic",3.07,82,0.566,0.237
Selena Gomez,Wolves,2017,pop,3.3,78,0.724,0.306
Tiësto,Jackie Chan,2018,"pop, Dance/Electronic",3.6,72,0.747,0.687
Tom Walker,Leave a Light On,2017,"rock, pop",3.1,70,0.586,0.267
Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",2018,"pop, latin",3.36,65,0.792,0.794
Marshmello,Silence,2017,"pop, Dance/Electronic",3.01,80,0.52,0.286
5 Seconds of Summer,Youngblood,2018,pop,3.39,69,0.596,0.152
Loud Luxury,Body (feat. brando),2017,"pop, Dance/Electronic",2.72,0,0.752,0.582
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2018,pop,4.09,62,0.541,0.2
NF,Let You Down,2017,"hip hop, pop",3.54,79,0.662,0.464
XXXTENTACION,changes,2018,hip hop,2.03,79,0.669,0.52
Maluma,Corazón (feat. Nego do Borel),2018,latin,3.08,69,0.722,0.748
Cardi B,Bodak Yellow,2018,"hip hop, pop",3.73,72,0.926,0.485
Lil Baby,Yes Indeed,2018,hip hop,2.37,79,0.963,0.562
Jonas Blue,Rise,2018,"pop, Dance/Electronic",3.24,70,0.687,0.655
David Guetta,Flames,2018,"hip hop, pop, Dance/Electronic",3.24,59,0.631,0.421
Ozuna,Vaina Loca,2018,latin,2.94,72,0.754,0.555
Charlie Puth,How Long,2018,pop,3.35,72,0.845,0.811
Post Malone,Better Now,2018,hip hop,3.85,80,0.68,0.341
BlocBoy JB,Look Alive (feat. Drake),2018,"hip hop, pop",3.02,73,0.922,0.595
Eminem,River (feat. Ed Sheeran),2017,hip hop,3.68,72,0.748,0.659
Marshmello,Happier,2018,"pop, Dance/Electronic",3.57,82,0.687,0.671
Dean Lewis,Be Alright,2018,pop,3.27,79,0.553,0.443
Charlie Puth,Done for Me (feat. Kehlani),2018,pop,3.01,67,0.856,0.697
Migos,Stir Fry,2018,"hip hop, pop",3.17,72,0.817,0.508
YG,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",2018,"hip hop, pop",3.95,68,0.745,0.112
Drake,In My Feelings,2018,"hip hop, pop, R&B",3.63,75,0.835,0.35
B Young,Jumanji,2018,"hip hop, Dance/Electronic",2.89,60,0.791,0.603
Charlie Puth,The Way I Am,2018,pop,3.1,64,0.755,0.642
Reik,Me Niego (feat. Ozuna & Wisin),2018,"pop, latin",3.69,1,0.777,0.768
benny blanco,Eastside (with Halsey & Khalid),2018,"hip hop, pop",2.9,75,0.56,0.319
Luis Fonsi,Échame La Culpa,2017,"pop, latin",2.9,62,0.733,0.675
MK,17,2017,"pop, Dance/Electronic",3.27,65,0.703,0.667
Rita Ora,Anywhere,2017,"hip hop, pop, Dance/Electronic",3.58,63,0.628,0.321
Banx & Ranx,Answerphone (feat. Yxng Bane),2018,Dance/Electronic,3.18,56,0.671,0.454
Ella Mai,Trip,2018,"hip hop, pop, R&B",3.57,72,0.477,0.358
Daddy Yankee,Dura,2018,latin,3.34,71,0.783,0.839
DJ Khaled,No Brainer,2018,"hip hop, pop",4.33,67,0.552,0.639
Anne-Marie,2002,2018,"pop, Dance/Electronic",3.12,80,0.697,0.603
Bruno Mars,Finesse - Remix; feat. Cardi B,2017,pop,3.62,74,0.704,0.926
FINNEAS,Let's Fall in Love for the Night,2018,"rock, pop, Dance/Electronic",3.17,71,0.737,0.374
Hugh Jackman,The Greatest Show,2017,easy listening,5.04,72,0.417,0.4
Halsey,Bad At Love,2017,"pop, Dance/Electronic",3.02,72,0.675,0.612
Drake,I'm Upset,2018,"hip hop, pop, R&B",3.57,68,0.899,0.492
Camila Cabello,Never Be the Same,2018,pop,3.78,74,0.637,0.243
M.O,Bad Vibe,2018,"pop, Dance/Electronic",3.57,54,0.813,0.758
Dua Lipa,IDGAF,2017,pop,3.63,78,0.836,0.51
Cashmere Cat,Miss You (with Major Lazer & Tory Lanez),2018,"pop, rock",3.1,56,0.747,0.453
Bazzi,Mine,2018,"pop, Dance/Electronic",2.18,75,0.71,0.717
Lil Dicky,Freaky Friday (feat. Chris Brown),2018,"hip hop, pop",3.61,70,0.755,0.755
Lauv,I Like Me Better,2018,"pop, Dance/Electronic",3.29,81,0.752,0.419
The Chainsmokers,This Feeling,2018,"pop, Dance/Electronic",3.3,73,0.575,0.449
Maroon 5,Girls Like You (feat. Cardi B) - Cardi B Version,2018,pop,3.93,73,0.851,0.448
Khalid,Love Lies (with Normani),2018,"pop, R&B",3.36,73,0.708,0.338
Drake,Nice For What,2018,"hip hop, pop, R&B",3.51,77,0.585,0.758
Kendrick Lamar,LOVE. FEAT. ZACARI.,2017,hip hop,3.56,80,0.8,0.779
Post Malone,Psycho (feat. Ty Dolla $ign),2018,hip hop,3.69,77,0.75,0.459
Lil Nas X,Old Town Road - Remix,2019,"hip hop, pop",2.62,79,0.878,0.639
Billie Eilish,bad guy,2019,"pop, Dance/Electronic",3.23,83,0.701,0.562
Shawn Mendes,Señorita,2019,pop,3.18,78,0.759,0.749
Ariana Grande,7 rings,2019,pop,2.98,83,0.778,0.327
Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,2019,hip hop,2.63,79,0.755,0.925
Gesaffelstein,Lost in the Fire (feat. The Weeknd),2019,Dance/Electronic,3.37,84,0.658,0.166
Halsey,Without Me,2018,"pop, Dance/Electronic",3.36,77,0.752,0.533
Regard,Ride It,2019,"pop, Dance/Electronic",2.63,81,0.88,0.884
Lady Gaga,Shallow,2018,pop,3.6,82,0.572,0.323
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018,pop,3.62,79,0.601,0.244
Lewis Capaldi,Someone You Loved,2019,pop,3.04,84,0.501,0.446
Jax Jones,All Day And Night,2019,"hip hop, pop, Dance/Electronic",2.82,60,0.585,0.521
Mustard,Pure Water (with Migos),2019,"hip hop, pop",3.21,75,0.682,0.137
NLE Choppa,Shotta Flow (feat. Blueface) [Remix],2019,hip hop,2.94,0,0.894,0.568
Kodak Black,ZEZE (feat. Travis Scott & Offset),2018,hip hop,3.81,77,0.861,0.504
Daddy Yankee,Con Calma,2019,latin,3.22,79,0.737,0.656
Alec Benjamin,Let Me Down Slowly,2018,"rock, pop, Dance/Electronic",2.82,82,0.652,0.483
BLACKPINK,Kill This Love,2019,pop,3.15,1,0.738,0.58
Offset,Clout (feat. Cardi B),2019,"hip hop, pop",3.43,68,0.919,0.424
MEDUZA,Piece Of Your Heart,2019,"pop, Dance/Electronic",2.55,75,0.677,0.631
Ed Sheeran,Antisocial (with Travis Scott),2019,pop,2.7,63,0.716,0.91
Mabel,Mad Love,2019,"pop, Dance/Electronic",2.83,0,0.631,0.62
Lana Del Rey,Doin' Time,2019,pop,3.37,80,0.641,0.523
DJ Snake,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",2019,"hip hop, pop, Dance/Electronic",3.54,70,0.842,0.617
A Boogie Wit da Hoodie,Look Back at It,2018,hip hop,2.99,73,0.791,0.536
Saweetie,My Type,2019,"hip hop, pop, R&B",2.11,71,0.899,0.587
Lil Tecca,Ransom,2019,hip hop,2.19,78,0.745,0.226
Russ Millions,Keisha & Becky - Remix,2019,pop,4.22,69,0.863,0.644
Mabel,Don't Call Me Up,2019,"pop, Dance/Electronic",2.97,77,0.674,0.234
Lil Nas X,Old Town Road,2019,"hip hop, pop",1.88,76,0.907,0.507
Meek Mill,Going Bad (feat. Drake),2018,"hip hop, pop",3.01,78,0.889,0.544
Post Malone,Wow.,2019,hip hop,2.49,79,0.829,0.388
Doja Cat,Juicy,2019,pop,3.37,57,0.786,0.458
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2018,hip hop,3.16,75,0.581,0.434
iann dior,emotions,2019,"hip hop, pop",2.19,72,0.63,0.163
Paulo Londra,Adan y Eva,2019,"hip hop, latin, Dance/Electronic",4.28,72,0.767,0.72
Drake,Money In The Grave (Drake ft. Rick Ross),2019,"hip hop, pop, R&B",3.42,76,0.831,0.101
Lil Nas X,Panini,2019,"hip hop, pop",1.91,71,0.703,0.475
Bad Bunny,MIA (feat. Drake),2018,latin,3.51,77,0.817,0.158
Polo G,Pop Out (feat. Lil Tjay),2019,hip hop,2.78,78,0.772,0.261
Juice WRLD,Robbery,2019,hip hop,4.0,53,0.685,0.578
21 Savage,a lot,2018,hip hop,4.81,78,0.837,0.274
Young Thug,The London (feat. J. Cole & Travis Scott),2019,"hip hop, pop",3.34,69,0.796,0.179
Anuel AA,China,2019,latin,5.03,76,0.786,0.609
Camila Cabello,Liar,2019,pop,3.45,65,0.74,0.652
Flipp Dinero,Leave Me Alone,2019,"hip hop, pop",3.26,69,0.792,0.742
Cardi B,Money,2018,"hip hop, pop",3.06,73,0.95,0.219
Ariana Grande,"break up with your girlfriend, i'm bored",2019,pop,3.17,76,0.726,0.335
Dave,Location (feat. Burna Boy),2019,hip hop,4.02,78,0.812,0.55
Ava Max,Sweet but Psycho,2018,pop,3.12,7,0.719,0.628
Dua Lipa,Don't Start Now,2019,pop,3.05,79,0.794,0.677
Young T & Bugsey,Strike a Pose (feat. Aitch),2019,hip hop,3.57,61,0.531,0.591
Calvin Harris,Giant (with Rag'n'Bone Man),2019,"hip hop, pop, Dance/Electronic",3.82,73,0.807,0.606
Ed Sheeran,Take Me Back to London (feat. Stormzy),2019,pop,3.16,66,0.885,0.605
Cardi B,Please Me,2019,"hip hop, pop",3.35,73,0.747,0.65
Stormzy,Vossi Bop,2019,"hip hop, Dance/Electronic",3.27,64,0.682,0.428
Tones And I,Dance Monkey,2019,pop,3.49,78,0.824,0.513
Ariana Grande,boyfriend (with Social House),2019,pop,3.1,77,0.4,0.702
Bad Bunny,Callaita,2019,latin,4.18,81,0.61,0.244
Ava Max,So Am I,2019,pop,3.05,4,0.682,0.607
Pedro Capó,Calma - Remix,2018,"pop, latin",3.97,74,0.826,0.761
J. Cole,MIDDLE CHILD,2019,hip hop,3.56,80,0.837,0.463
Lunay,Soltera - Remix,2019,"pop, latin",4.43,70,0.795,0.799
Khalid,Better,2018,"pop, R&B",3.82,70,0.442,0.116
Blueface,Thotiana,2018,hip hop,2.15,1,0.906,0.391
DaBaby,Suge,2019,hip hop,2.72,72,0.876,0.844
AJ Tracey,Ladbroke Grove,2019,"hip hop, Dance/Electronic",3.18,69,0.903,0.727
Billie Eilish,bury a friend,2019,"pop, Dance/Electronic",3.22,75,0.905,0.196
BTS,Boy With Luv (feat. Halsey),2019,pop,3.83,35,0.645,0.798
Wiley,Boasty (feat. Idris Elba),2019,"hip hop, Dance/Electronic",2.95,64,0.887,0.456
Jonas Brothers,Only Human,2019,pop,3.05,71,0.795,0.874
5 Seconds of Summer,Easier,2019,pop,2.62,1,0.505,0.618
Avicii,SOS (feat. Aloe Blacc),2019,"pop, Dance/Electronic",2.62,71,0.802,0.376
"Tyler, The Creator",EARFQUAKE,2019,hip hop,3.17,80,0.554,0.413
Ashley O,On A Roll,2019,set(),2.57,57,0.736,0.387
Dominic Fike,3 Nights,2018,"rock, pop",2.96,78,0.815,0.877
Sigala,Wish You Well,2019,"pop, Dance/Electronic",3.43,64,0.669,0.576
Megan Thee Stallion,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),2019,"hip hop, pop, R&B",3.32,69,0.872,0.57
Anuel AA,Secreto,2019,latin,4.31,75,0.807,0.706
Sam Feldt,Post Malone (feat. RANI),2019,"pop, Dance/Electronic",2.91,69,0.59,0.651
Kehlani,Nights Like This (feat. Ty Dolla $ign),2019,"hip hop, pop, R&B",3.36,74,0.61,0.291
Sech,Otro Trago,2019,latin,3.77,71,0.746,0.619
Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),2019,pop,3.44,64,0.746,0.607
Lauv,i'm so tired...,2019,"pop, Dance/Electronic",2.71,2,0.599,0.534
iann dior,gone girl,2019,"hip hop, pop",2.28,69,0.677,0.355
Panic! At The Disco,High Hopes,2018,rock,3.18,80,0.579,0.681
Marshmello,One Thing Right,2019,"pop, Dance/Electronic",3.03,73,0.659,0.442
Sam Smith,How Do You Sleep?,2019,pop,3.37,73,0.477,0.345
Normani,Motivation,2019,"pop, R&B",3.23,71,0.599,0.881
Joel Corry,Sorry,2019,"pop, Dance/Electronic",3.14,63,0.744,0.847
Post Malone,Goodbyes (Feat. Young Thug),2019,hip hop,2.92,1,0.58,0.175
Jonas Brothers,Sucker,2019,pop,3.02,79,0.842,0.952
Taylor Swift,Cruel Summer,2019,pop,2.97,78,0.552,0.564
Blanco Brown,The Git Up,2019,"hip hop, country",3.34,69,0.847,0.811
Sam Smith,Dancing With A Stranger (with Normani),2019,pop,2.85,75,0.741,0.347
Post Malone,Circles,2019,hip hop,3.59,85,0.695,0.553
