Artist,Song,Year,Genre,Duration_mins,Popularity,Danceability,Valence
Eric Prydz,Proper Education - Radio Edit,2007,"pop, Dance/Electronic",3.31,0,0.537,0.324
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,2015,"pop, Dance/Electronic",2.51,0,0.827,0.491
Ciara,Like a Boy,2006,"pop, R&B",3.95,68,0.701,0.425
Kanye West,Stronger,2007,hip hop,5.2,54,0.617,0.49
Beyoncé,Beautiful Liar,2007,"pop, R&B",3.33,64,0.764,0.418
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,2007,"hip hop, pop",3.95,59,0.584,0.821
Akon,I Wanna Love You,2006,pop,4.12,53,0.865,0.352
Soulja Boy,Crank That (Soulja Boy),2007,"hip hop, pop",3.7,74,0.736,0.803
Fat Joe,Make It Rain,2006,"hip hop, pop",4.12,59,0.744,0.767
P!nk,U + Ur Hand,2006,pop,3.57,0,0.709,0.886
Rihanna,Shut Up And Drive,2008,"hip hop, pop, R&B",3.54,69,0.735,0.74
Lloyd,Get It Shawty,2007,"hip hop, pop, R&B",3.49,62,0.822,0.674
Kanye West,Can't Tell Me Nothing,2007,hip hop,4.53,47,0.596,0.102
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,2006,set(),2.54,17,0.847,0.724
Linkin Park,What I've Done,2007,"rock, metal",3.43,77,0.623,0.287
Keyshia Cole,Last Night,2007,"hip hop, pop, R&B",4.26,60,0.918,0.972
Chris Brown,Kiss Kiss (feat. T-Pain),2007,"hip hop, pop, R&B",4.18,68,0.729,0.551
Shop Boyz,Party Like A Rock Star,2007,"hip hop, pop",4.22,61,0.619,0.68
Finger Eleven,Paralyzer,2007,"rock, metal",3.47,73,0.644,0.861
Justin Timberlake,Summer Love,2006,pop,4.22,66,0.606,0.477
MiMS,This Is Why I'm Hot,2007,"hip hop, pop",4.23,59,0.621,0.485
Fabolous,Make Me Better,2007,"hip hop, pop, R&B",4.23,62,0.607,0.562
Seether,Fake It,2007,"rock, metal",3.23,73,0.611,0.607
Arctic Monkeys,Brianstorm,2007,rock,2.88,67,0.42,0.463
Fergie,Glamorous,2006,"pop, R&B",4.11,64,0.811,0.565
Linkin Park,Bleed It Out,2007,"rock, metal",2.77,73,0.529,0.596
My Chemical Romance,Teenagers,2006,rock,2.7,80,0.463,0.856
Calvin Harris,Acceptable in the 80's,2007,"hip hop, pop, Dance/Electronic",5.56,57,0.787,0.942
Sugababes,About You Now,2007,"pop, R&B",3.54,66,0.584,0.585
Avril Lavigne,Girlfriend,2007,pop,3.61,75,0.56,0.669
Ne-Yo,Because Of You,2007,"pop, R&B",4.45,74,0.81,0.828
Daughtry,It's Not Over,2016,"pop, rock, metal",3.59,45,0.45,0.413
Unk,Walk It Out,2013,"hip hop, pop",2.88,48,0.794,0.706
Lloyd,You,2007,"hip hop, pop, R&B",4.55,70,0.412,0.703
Klaxons,Golden Skans,2007,rock,2.75,65,0.463,0.713
T-Pain,Bartender (feat. Akon),2007,"hip hop, pop, R&B",3.98,3,0.675,0.405
Baby Boy Da Prince,The Way I Live - Main Explicit,2006,"hip hop, pop",5.42,59,0.88,0.714
Fergie,Fergalicious,2006,"pop, R&B",4.87,63,0.906,0.831
Omarion,Ice Box,2006,"hip hop, pop, R&B",4.27,57,0.775,0.821
Pretty Ricky,On the Hotline - Amended Version,2007,"hip hop, pop, R&B",4.04,57,0.704,0.688
Nickelback,Rockstar,2005,"rock, metal",4.2,69,0.616,0.693
Fall Out Boy,Thnks fr th Mmrs,2007,rock,3.39,76,0.459,0.588
Justin Timberlake,LoveStoned / I Think She Knows (Interlude),2006,pop,7.41,57,0.859,0.852
All Time Low,"Dear Maria, Count Me In",2007,rock,3.05,76,0.459,0.572
Amy Winehouse,Back To Black,2006,R&B,4.02,76,0.403,0.378
Keyshia Cole,Let It Go,2007,"hip hop, pop, R&B",3.97,58,0.808,0.773
Ciara,Promise,2006,"pop, R&B",4.46,56,0.697,0.439
Enrique Iglesias,Do You Know? (The Ping Pong Song),2007,"pop, latin",3.66,45,0.753,0.706
T2,Heartbroken - Edit,2017,Dance/Electronic,2.98,59,0.716,0.877
Robyn,With Every Heartbeat,2005,"pop, Dance/Electronic",4.25,36,0.477,0.413
Maroon 5,Makes Me Wonder,2007,pop,3.52,62,0.803,0.881
Fall Out Boy,"This Ain't A Scene, It's An Arms Race",2007,rock,3.53,68,0.435,0.408
Paramore,Misery Business,2007,"pop, rock",3.53,72,0.517,0.731
Hinder,Better Than Me,2019,"pop, rock, metal",3.73,30,0.451,0.254
Huey,"Pop, Lock & Drop It - Video Edit",2006,"hip hop, pop",4.35,52,0.723,0.645
Foo Fighters,The Pretender,2007,"rock, metal",4.49,78,0.433,0.365
Plies,Shawty (feat. T Pain),2007,"hip hop, pop, R&B",4.26,61,0.444,0.26
Kaiser Chiefs,Ruby,2007,rock,3.4,67,0.451,0.448
Mark Ronson,Stop Me (feat. Daniel Merriweather),2007,pop,3.88,46,0.626,0.346
Bow Wow,Outta My System (feat. T-Pain & Johntá Austin),2006,"hip hop, pop, R&B",3.97,57,0.772,0.743
Jim Jones,We Fly High,2006,"hip hop, pop",3.93,0,0.685,0.483
The Red Jumpsuit Apparatus,Face Down,2006,pop,3.2,74,0.545,0.464
MIKA,Grace Kelly,2006,pop,3.13,69,0.675,0.669
Christina Aguilera,Candyman,2006,pop,3.24,66,0.686,0.72
Sean Kingston,Beautiful Girls,2007,"hip hop, pop, R&B",3.76,78,0.762,0.769
Akon,Don't Matter,2006,pop,4.88,52,0.801,0.34
James Blunt,1973,2007,pop,4.67,68,0.72,0.768
Carrie Underwood,Before He Cheats,2005,"pop, country",3.33,76,0.519,0.29
Just Jack,Starz In Their Eyes,2006,Dance/Electronic,4.93,52,0.67,0.656
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2007,"hip hop, pop, R&B",3.8,2,0.451,0.594
Bone Thugs-N-Harmony,I Tried,2007,"hip hop, pop",4.79,61,0.727,0.378
Avril Lavigne,When You're Gone,2007,pop,4.01,68,0.457,0.168
Rich Boy,Throw Some D's,2007,"hip hop, pop",4.4,57,0.697,0.433
MIKA,Love Today,2006,pop,3.92,57,0.673,0.587
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),2007,"rock, pop",3.93,53,0.344,0.396
Elliott Yamin,Wait for You,2007,set(),4.36,58,0.764,0.352
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",2007,set(),4.02,56,0.733,0.529
Boys Like Girls,The Great Escape,2007,pop,3.44,62,0.423,0.505
Take That,Rule The World - Radio Edit,2007,pop,3.96,58,0.357,0.348
J. Holiday,Bed,2007,"hip hop, pop, R&B, Dance/Electronic",4.59,64,0.684,0.723
Red Hot Chili Peppers,Snow (Hey Oh),2006,rock,5.58,79,0.427,0.599
Ludacris,Runaway Love,2006,"hip hop, pop",4.68,51,0.405,0.815
Flo Rida,Low (feat. T-Pain),2008,"hip hop, pop",3.86,80,0.918,0.304
Katy Perry,I Kissed A Girl,2008,pop,2.99,73,0.699,0.696
Rihanna,Take A Bow,2008,"hip hop, pop, R&B",3.82,74,0.697,0.572
Alicia Keys,No One,2007,"pop, R&B",4.23,77,0.644,0.167
Timbaland,Apologize,2007,"hip hop, pop, R&B",3.07,74,0.653,0.101
Ne-Yo,Miss Independent,2008,"pop, R&B",3.87,71,0.668,0.727
Chris Brown,With You,2007,"hip hop, pop, R&B",4.2,70,0.662,0.655
Beyoncé,If I Were a Boy,2008,"pop, R&B",4.15,66,0.632,0.427
Kardinal Offishall,Dangerous,2008,"hip hop, pop, R&B",4.1,75,0.949,0.807
Madcon,Beggin (original version),2007,"hip hop, pop",3.6,70,0.715,0.445
Rihanna,Disturbia,2008,"hip hop, pop, R&B",3.98,76,0.707,0.722
Guru Josh Project,Infinity 2008,2011,hip hop,3.17,1,0.493,0.483
Britney Spears,Break the Ice,2007,pop,3.27,61,0.712,0.85
Lil Wayne,Lollipop,2008,"hip hop, pop",4.99,69,0.829,0.45
Basshunter,Now You're Gone - Video Edit,2008,pop,2.47,63,0.639,0.354
Kanye West,Flashing Lights,2007,hip hop,3.96,52,0.639,0.43
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),2009,pop,3.16,71,0.753,0.767
Katy Perry,Hot N Cold,2008,pop,3.67,73,0.706,0.861
Rihanna,Don't Stop The Music,2008,"hip hop, pop, R&B",4.45,77,0.835,0.542
Snoop Dogg,Sensual Seduction,2007,"hip hop, pop",4.09,56,0.756,0.504
Akon,Right Now (Na Na Na),2008,pop,4.01,69,0.83,0.607
Britney Spears,Womanizer,2008,pop,3.74,76,0.724,0.235
Eric Prydz,Pjanoo - Radio Edit,2008,"pop, Dance/Electronic",2.62,65,0.605,0.836
Kelly Rowland,Work,2010,"hip hop, pop, R&B",3.47,34,0.888,0.623
Jeezy,Put On,2008,"hip hop, pop",5.35,69,0.654,0.272
Madonna,Give It 2 Me,2008,pop,4.8,57,0.837,0.972
The Pussycat Dolls,When I Grow Up,2008,"pop, R&B",4.09,72,0.671,0.368
will.i.am,Heartbreaker,2007,"hip hop, pop",5.46,46,0.788,0.449
Britney Spears,Piece of Me,2007,pop,3.54,64,0.769,0.782
T.I.,Live Your Life,2008,"hip hop, pop",5.65,75,0.375,0.478
Ne-Yo,Closer,2008,"pop, R&B",3.91,65,0.709,0.576
Lil Wayne,A Milli,2008,"hip hop, pop",3.7,69,0.674,0.773
Colby O'Donis,What You Got,2008,"hip hop, pop, R&B",4.05,61,0.775,0.305
Miley Cyrus,See You Again,2007,pop,3.17,0,0.692,0.801
Basshunter,All I Ever Wanted - Radio Edit,2008,pop,2.94,65,0.645,0.553
Alesha Dixon,The Boy Does Nothing,2008,pop,3.51,51,0.632,0.845
Dizzee Rascal,Dance Wiv Me - Radio Edit,2011,"hip hop, pop, Dance/Electronic",3.4,68,0.878,0.792
Gabriella Cilmi,Sweet About Me,2008,R&B,3.37,56,0.671,0.585
Jack White,Another Way to Die,2007,"rock, blues",4.37,56,0.486,0.386
Plies,Hypnotized (feat. Akon),2007,"hip hop, pop, R&B",3.14,66,0.84,0.617
The Pussycat Dolls,I Hate This Part,2008,"pop, R&B",3.64,64,0.756,0.452
Sean Kingston,Take You There,2008,"hip hop, pop, R&B",3.94,65,0.752,0.634
Natasha Bedingfield,Pocketful of Sunshine,2008,pop,3.39,62,0.726,0.682
The Offspring,"You're Gonna Go Far, Kid",2008,"rock, pop, metal",2.96,78,0.55,0.601
Kanye West,Homecoming,2007,hip hop,3.39,47,0.667,0.918
Estelle,American Boy,2008,R&B,4.75,78,0.727,0.512
Saving Abel,Addicted,2008,"rock, metal",3.71,69,0.512,0.527
Pendulum,Propane Nightmares,2008,Dance/Electronic,5.22,57,0.356,0.215
The Game,My Life,2008,"hip hop, pop",5.35,60,0.673,0.382
Danity Kane,Damaged,2008,"pop, R&B",4.07,57,0.774,0.818
P!nk,So What,2008,pop,3.59,76,0.534,0.462
Kanye West,Love Lockdown,2008,hip hop,4.51,66,0.76,0.112
Gym Class Heroes,Cookie Jar (feat. The-Dream),2008,"hip hop, pop",3.61,54,0.687,0.418
M.I.A.,Paper Planes,2007,"pop, rock",3.42,1,0.447,0.485
3 Doors Down,It's Not My Time,2008,"pop, rock, metal",4.03,56,0.529,0.282
Kylie Minogue,Wow,2007,"pop, Dance/Electronic",3.18,47,0.654,0.851
Mariah Carey,Touch My Body,2008,"pop, R&B",3.41,0,0.715,0.84
MGMT,Kids,2007,rock,5.05,77,0.451,0.172
The Ting Tings,Shut Up and Let Me Go,2007,"pop, rock, Dance/Electronic",2.85,55,0.852,0.887
Lil Wayne,Got Money,2008,"hip hop, pop",4.08,58,0.694,0.702
Santana,Into the Night (feat. Chad Kroeger),2007,"rock, blues, latin",3.71,57,0.595,0.603
The-Dream,I Luv Your Girl,2007,"hip hop, pop, R&B",4.46,62,0.723,0.0406
Wiley,Wearing My Rolex - Radio Edit,2008,"hip hop, Dance/Electronic",2.84,59,0.876,0.755
Usher,Love in This Club (feat. Young Jeezy),2008,"hip hop, pop, R&B",4.33,71,0.573,0.346
Sam Sparro,Black & Gold - Radio Edit,2008,"pop, Dance/Electronic",3.54,53,0.383,0.42
"H ""two"" O",What's It Gonna Be (feat. Platnum),2008,Dance/Electronic,3.46,55,0.733,0.937
The Ting Tings,That's Not My Name,2008,"pop, rock, Dance/Electronic",5.18,51,0.755,0.959
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",2008,"hip hop, pop, R&B",4.01,61,0.648,0.807
James Morrison,Broken Strings,2008,"pop, R&B",4.17,70,0.57,0.321
Leona Lewis,Run,2007,"pop, R&B",5.25,62,0.285,0.0923
Metro Station,Shake It,2007,"pop, rock",3.0,67,0.618,0.79
T.I.,Whatever You Like,2008,"hip hop, pop",4.16,74,0.68,0.467
Trey Songz,Can't Help but Wait,2007,"hip hop, pop, R&B",3.44,62,0.699,0.611
OneRepublic,Stop And Stare,2007,pop,3.73,59,0.492,0.251
Alexandra Burke,Hallelujah,2009,pop,3.63,63,0.177,0.0942
Mary J. Blige,Just Fine,2007,"pop, R&B",4.04,64,0.923,0.588
Jordin Sparks,One Step At a Time,2007,"pop, R&B",3.42,56,0.766,0.691
Coldplay,Viva La Vida,2008,"rock, pop",4.04,80,0.486,0.417
Kings of Leon,Sex on Fire,2008,rock,3.39,80,0.542,0.374
Kanye West,Good Life,2007,hip hop,3.45,45,0.439,0.487
Duffy,Mercy,2008,"pop, R&B",3.67,69,0.793,0.964
David Archuleta,Crush,2008,pop,3.56,67,0.57,0.487
J. Holiday,Suffocate - Superclean,2007,"hip hop, pop, R&B, Dance/Electronic",3.67,58,0.458,0.447
Gavin DeGraw,In Love With a Girl,2008,"pop, Folk/Acoustic",3.43,51,0.438,0.684
Jordin Sparks,Tattoo,2007,"pop, R&B",3.89,54,0.566,0.547
Coldplay,Violet Hill,2008,"rock, pop",3.71,63,0.33,0.11
Ray J,Sexy Can I feat. Yung Berg,2008,"hip hop, pop, R&B",3.4,1,0.575,0.926
Jennifer Hudson,Spotlight,2008,"pop, R&B, easy listening",4.17,60,0.707,0.659
John Legend,Green Light (feat. André 3000),2008,"pop, R&B",4.74,55,0.622,0.762
Jonas Brothers,Burnin' Up,2008,pop,2.92,68,0.667,0.807
Lupe Fiasco,Superstar (feat. Matthew Santos),2007,"hip hop, pop",4.82,64,0.572,0.472
Chris Brown,Forever,2008,"hip hop, pop, R&B",4.64,74,0.672,0.438
Adele,Chasing Pavements,2008,"pop, R&B",3.51,1,0.614,0.329
Leona Lewis,Better in Time,2007,"pop, R&B",3.9,67,0.584,0.549
Fergie,Clumsy,2006,"pop, R&B",4.01,58,0.731,0.452
T-Pain,Can't Believe It (feat. Lil' Wayne),2008,"hip hop, pop, R&B",4.56,0,0.648,0.0756
Black Eyed Peas,I Gotta Feeling,2009,"hip hop, pop",4.82,80,0.743,0.61
Lady Gaga,Poker Face,2008,pop,3.95,77,0.851,0.787
Beyoncé,Halo,2008,"pop, R&B",4.36,74,0.508,0.472
David Guetta,Sexy Bitch (feat. Akon),2010,"hip hop, pop, Dance/Electronic",3.26,75,0.813,0.801
Flo Rida,Right Round,2009,"hip hop, pop",3.41,74,0.72,0.705
Taylor Swift,Love Story,2008,pop,3.94,74,0.617,0.306
Pitbull,Hotel Room Service,2009,"hip hop, pop, latin",3.98,63,0.849,0.761
Britney Spears,Circus,2008,pop,3.21,74,0.791,0.761
Lady Gaga,LoveGame,2008,pop,3.61,69,0.894,0.844
Skillet,Monster,2009,"rock, pop, metal",2.97,75,0.64,0.692
The Prodigy,Omen,2009,"rock, pop, Dance/Electronic",3.6,57,0.545,0.558
Black Eyed Peas,Meet Me Halfway,2009,"hip hop, pop",4.74,72,0.798,0.4
Kanye West,Heartless,2008,hip hop,3.52,82,0.79,0.654
Kid Cudi,Day 'N' Nite (Nightmare),2009,hip hop,3.69,72,0.88,0.803
Lady Gaga,Just Dance,2008,pop,4.03,76,0.822,0.745
Britney Spears,If U Seek Amy,2008,pop,3.61,69,0.717,0.544
Pitbull,I Know You Want Me (Calle Ocho),2009,"hip hop, pop, latin",3.95,59,0.825,0.8
Mariah Carey,Obsessed,2009,"pop, R&B",4.04,66,0.742,0.369
Beyoncé,Sweet Dreams,2008,"pop, R&B",3.47,48,0.694,0.788
Agnes,Release Me,2009,"pop, Dance/Electronic",4.27,65,0.621,0.716
Black Eyed Peas,Boom Boom Pow,2009,"hip hop, pop",4.19,68,0.867,0.402
Shakira,She Wolf,2009,"pop, latin",3.15,68,0.865,0.867
Lady Gaga,Paparazzi,2008,pop,3.47,70,0.762,0.397
JAY-Z,Empire State Of Mind,2009,hip hop,4.62,82,0.491,0.811
OneRepublic,All The Right Moves,2009,pop,3.97,65,0.529,0.65
Jeremih,Birthday Sex,2009,"hip hop, pop, R&B",3.78,67,0.677,0.446
Cascada,Evacuate The Dancefloor,2009,"hip hop, pop, Dance/Electronic",3.45,63,0.762,0.898
Linkin Park,New Divide,2009,"rock, metal",4.48,68,0.493,0.38
Kevin Rudolf,Let It Rock,2008,"hip hop, pop",3.85,66,0.607,0.434
JAY-Z,Run This Town,2009,hip hop,4.46,75,0.632,0.441
Lady Gaga,Bad Romance,2009,pop,4.91,80,0.696,0.714
Eminem,We Made You,2009,hip hop,4.49,63,0.924,0.67
Dizzee Rascal,Bonkers,2011,"hip hop, pop, Dance/Electronic",2.96,38,0.624,0.74
Ciara,Love Sex Magic (feat. Justin Timberlake),2009,"pop, R&B",3.67,58,0.893,0.874
Rihanna,Russian Roulette,2009,"hip hop, pop, R&B",3.79,64,0.48,0.265
Soulja Boy,Turn My Swag On,2008,"hip hop, pop",3.44,59,0.546,0.489
The xx,Intro,2009,rock,2.13,2,0.617,0.152
Jay Sean,Down,2009,"hip hop, pop, R&B",3.54,3,0.657,0.683
Keri Hilson,Turnin Me On - Original Dirty,2008,"pop, R&B",4.13,41,0.661,0.0949
David Guetta,When Love Takes Over (feat. Kelly Rowland),2010,"hip hop, pop, Dance/Electronic",3.18,69,0.675,0.498
Cheryl,Fight For This Love,2009,"pop, Dance/Electronic",3.72,65,0.739,0.727
Soulja Boy,Kiss Me Thru The Phone,2008,"hip hop, pop",3.22,76,0.758,0.795
Eminem,Crack A Bottle,2009,hip hop,4.96,70,0.516,0.391
P!nk,Sober,2010,pop,4.19,46,0.614,0.407
Tinchy Stryder,Number 1,2009,"pop, Dance/Electronic",3.55,59,0.581,0.747
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",2009,"pop, Dance/Electronic",3.28,54,0.451,0.589
JLS,Beat Again - Radio Edit,2009,pop,3.28,0,0.894,0.968
3OH!3,DONTTRUSTME,2008,"hip hop, pop, rock",3.21,70,0.791,0.514
A.R. Rahman,Jai Ho! (You Are My Destiny),2009,set(),3.71,65,0.657,0.879
Akon,Beautiful,2008,pop,5.22,65,0.74,0.629
Alexandra Burke,Bad Boys (feat. Flo Rida),2009,pop,3.44,57,0.67,0.636
Mario,Break Up,2009,"pop, R&B",4.15,51,0.44,0.475
Drake,Forever,2009,"hip hop, pop, R&B",5.96,73,0.457,0.54
Selena Gomez & The Scene,Naturally,2009,"pop, Dance/Electronic",3.38,63,0.605,0.875
The Veronicas,Untouched,2005,"pop, Dance/Electronic",4.26,58,0.557,0.442
Fabolous,Throw It In The Bag,2009,"hip hop, pop, R&B",3.86,59,0.789,0.696
Jason Derulo,Whatcha Say,2010,"hip hop, pop",3.69,70,0.615,0.711
Lily Allen,Not Fair,2009,pop,3.35,54,0.719,0.948
T.I.,Dead And Gone,2008,"hip hop, pop",5.0,68,0.713,0.47
Sean Kingston,Fire Burning,2009,"hip hop, pop, R&B",4.0,71,0.839,0.888
Empire of the Sun,Walking On A Dream,2008,"rock, pop, Dance/Electronic",3.31,77,0.871,0.716
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),2009,"pop, Dance/Electronic",3.27,65,0.594,0.628
Nickelback,If Today Was Your Last Day,2008,"rock, metal",4.15,66,0.485,0.568
La Roux,Bulletproof,2009,"pop, Dance/Electronic",3.43,71,0.674,0.682
Kasabian,Fire,2009,rock,4.2,64,0.525,0.179
Calvin Harris,I'm Not Alone - Radio Edit,2009,"hip hop, pop, Dance/Electronic",3.52,55,0.597,0.435
Justin Bieber,One Time,2009,pop,3.6,71,0.691,0.762
Jamie Foxx,Blame It,2008,"hip hop, pop, R&B",4.83,65,0.673,0.362
La Roux,In For The Kill,2009,"pop, Dance/Electronic",4.14,59,0.629,0.905
Muse,Uprising,2009,rock,5.08,75,0.602,0.411
Nickelback,Gotta Be Somebody,2008,"rock, metal",4.21,62,0.536,0.205
Dizzee Rascal,Holiday,2011,"hip hop, pop, Dance/Electronic",3.68,60,0.545,0.855
Beyoncé,Single Ladies (Put a Ring on It),2008,"pop, R&B",3.22,67,0.426,0.272
Boys Like Girls,Love Drunk,2009,pop,3.78,64,0.44,0.412
The-Dream,Rockin' That Shit,2009,"hip hop, pop, R&B",3.7,62,0.672,0.627
OneRepublic,Secrets,2009,pop,3.74,74,0.516,0.376
JLS,Everybody in Love,2013,pop,3.26,39,0.705,0.656
Jason Aldean,Big Green Tractor,2009,country,3.4,50,0.616,0.58
The Fray,Never Say Never,2009,pop,4.28,67,0.23,0.262
Lily Allen,The Fear,2009,pop,3.45,53,0.661,0.522
Drake,Best I Ever Had,2010,"hip hop, pop, R&B",4.31,54,0.431,0.605
Kelly Clarkson,Already Gone,2009,"pop, R&B",4.69,56,0.209,0.294
Miley Cyrus,Party In The U.S.A.,2009,pop,3.37,79,0.652,0.47
Jordin Sparks,Battlefield,2009,"pop, R&B",4.03,57,0.613,0.37
Ne-Yo,Mad,2008,"pop, R&B",4.24,64,0.731,0.691
Green Day,21 Guns,2009,rock,5.35,73,0.268,0.416
Keri Hilson,Knock You Down,2009,"pop, R&B",5.44,57,0.588,0.645
Taylor Swift,You Belong With Me,2008,pop,3.85,55,0.687,0.445
Shinedown,Second Chance,2008,"rock, metal",3.7,67,0.46,0.182
Asher Roth,I Love College,2009,"hip hop, pop",4.03,62,0.713,0.664
Katy Perry,Waking Up In Vegas,2008,pop,3.32,49,0.524,0.59
Kelly Clarkson,My Life Would Suck Without You,2009,"pop, R&B",3.52,68,0.526,0.424
Mumford & Sons,Little Lion Man,2009,"Folk/Acoustic, rock, pop",4.09,68,0.517,0.455
The Fray,You Found Me,2009,pop,4.03,73,0.338,0.4
Bruno Mars,Just the Way You Are,2010,pop,3.68,77,0.635,0.424
Eminem,Love The Way You Lie,2010,hip hop,4.39,81,0.749,0.641
Stromae,Alors on danse - Radio Edit,2010,pop,3.43,77,0.791,0.714
Kesha,TiK ToK,2010,"pop, Dance/Electronic",3.33,80,0.755,0.714
David Guetta,Memories (feat. Kid Cudi),2010,"hip hop, pop, Dance/Electronic",3.51,76,0.546,0.375
Taio Cruz,Dynamite,2010,"hip hop, pop",3.38,80,0.751,0.816
Rihanna,Only Girl (In The World),2010,"hip hop, pop, R&B",3.92,73,0.789,0.611
Katy Perry,California Gurls,2012,pop,3.91,72,0.791,0.425
Kesha,Take It Off,2010,"pop, Dance/Electronic",3.59,68,0.729,0.74
INNA,Hot - Play & Win Radio Version,2010,pop,3.62,42,0.817,0.599
Far East Movement,Like A G6,2010,"hip hop, pop",3.61,73,0.435,0.778
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),2010,"hip hop, pop, Dance/Electronic",3.13,62,0.615,0.45
Duck Sauce,Barbra Streisand - Radio Edit,2010,Dance/Electronic,3.28,46,0.769,0.506
Lucenzo,Danza Kuduro (feat. Don Omar),2011,latin,3.57,0,0.622,0.773
Rihanna,Te Amo,2009,"hip hop, pop, R&B",3.47,67,0.567,0.751
Timbaland,Carry Out (Featuring Justin Timberlake),2009,"hip hop, pop, R&B",3.87,69,0.531,0.272
DJ Fresh,Gold Dust - Radio Edit,2010,"pop, Dance/Electronic",3.21,63,0.451,0.295
Edward Maya,Stereo Love - Radio Edit,2010,pop,3.08,66,0.799,0.586
Taio Cruz,Break Your Heart,2010,"hip hop, pop",3.36,74,0.607,0.568
Black Eyed Peas,Imma Be,2009,"hip hop, pop",4.29,61,0.597,0.412
Sidney Samson,Riverside,2009,Dance/Electronic,5.34,47,0.804,0.237
Eminem,Not Afraid,2010,hip hop,4.14,79,0.855,0.668
Lady Gaga,Alejandro,2009,pop,4.57,67,0.623,0.36
Rihanna,Rude Boy,2009,"hip hop, pop, R&B",3.72,74,0.563,0.812
Ne-Yo,Beautiful Monster,2010,"pop, R&B",4.19,57,0.708,0.494
3OH!3,Starstrukk,2010,"hip hop, pop, rock",3.38,32,0.605,0.263
Black Eyed Peas,The Time (Dirty Bit),2010,"hip hop, pop",5.13,69,0.816,0.436
Kelly Rowland,Commander,2011,"hip hop, pop, R&B",3.64,59,0.395,0.567
Swedish House Mafia,One (Your Name) - Radio Edit,2010,"pop, Dance/Electronic",2.72,63,0.733,0.636
Chris Brown,Deuces (feat. Tyga & Kevin McCall),2011,"hip hop, pop, R&B",4.61,68,0.692,0.217
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),2010,"hip hop, pop, R&B",3.68,79,0.663,0.654
Iyaz,Replay,2009,"hip hop, pop",3.04,75,0.706,0.195
Flo Rida,Club Can't Handle Me (feat. David Guetta),2010,"hip hop, pop",3.91,76,0.616,0.473
Sean Kingston,Eenie Meenie,2010,"hip hop, pop, R&B",3.37,74,0.72,0.828
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),2010,"hip hop, pop",4.4,58,0.76,0.361
Tinie Tempah,Written in the Stars (feat. Eric Turner),2010,"hip hop, pop, Dance/Electronic",3.46,57,0.656,0.534
Bruno Mars,Talking to the Moon,2010,pop,3.63,76,0.498,0.0784
Miley Cyrus,Can't Be Tamed,2010,pop,2.8,0,0.63,0.743
Mike Posner,Cooler Than Me - Single Mix,2010,"hip hop, pop, Dance/Electronic",3.55,75,0.768,0.625
Lady Gaga,Telephone,2009,pop,3.68,69,0.824,0.716
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),2010,Dance/Electronic,2.62,1,0.901,0.737
Rihanna,Hard,2009,"hip hop, pop, R&B",4.18,55,0.31,0.163
Tinie Tempah,Pass Out,2010,"hip hop, pop, Dance/Electronic",4.47,53,0.693,0.532
Adam Lambert,Whataya Want from Me,2009,pop,3.79,57,0.438,0.457
Trey Songz,Bottoms Up (feat. Nicki Minaj),2010,"hip hop, pop, R&B",4.03,0,0.845,0.329
Timbaland,If We Ever Meet Again (Featuring Katy Perry),2009,"hip hop, pop, R&B",4.88,68,0.652,0.394
Enrique Iglesias,I Like It,2010,"pop, latin",3.86,63,0.648,0.73
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,2010,"pop, Dance/Electronic",3.4,0,0.515,0.52
Usher,OMG (feat. will.i.am),2010,"hip hop, pop, R&B",4.49,73,0.781,0.326
Maroon 5,Misery,2010,pop,3.6,67,0.703,0.726
Rihanna,Man Down,2010,"hip hop, pop, R&B",4.45,68,0.47,0.557
3OH!3,My First Kiss (feat. Ke$ha),2010,"hip hop, pop, rock",3.21,62,0.682,0.827
Justin Bieber,Baby,2010,pop,3.57,81,0.728,0.535
Cali Swag District,Teach Me How to Dougie,2011,"hip hop, pop",3.96,66,0.846,0.512
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,2010,"pop, Dance/Electronic",3.44,54,0.736,0.658
K'NAAN,Wavin' Flag,2009,set(),3.68,57,0.625,0.717
Ludacris,How Low,2010,"hip hop, pop",3.36,63,0.785,0.418
Kesha,Blah Blah Blah (feat. 3OH!3),2010,"pop, Dance/Electronic",2.87,61,0.752,0.519
